question_id,agent_index,choice_A_prob,choice_B_prob,choice_C_prob,variance,entropy,gini,uniform_kl
24,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
24,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
24,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
26,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
26,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
26,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
26,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
27,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
27,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
27,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
27,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
28,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
28,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
28,3,0.3,0.5,0.2,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
28,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
29,1,0.4,0.3,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
29,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
29,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
29,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
30,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
30,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
30,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
30,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
31,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
31,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
31,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
31,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
33,1,0.9,0.1,0.0,0.1622222222222222,0.46899559358928117,0.6,1.1050376315682857
33,2,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
33,3,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
33,4,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
34,1,0.3,0.7,0.0,0.08222222222222221,0.8812908992306927,0.4666666666666666,0.6931542093490934
34,2,0.4,0.5,0.1,0.02888888888888889,1.360964047443681,0.2666666666666666,0.22399845327747514
34,3,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
34,4,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
36,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
36,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
36,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
36,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
37,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
37,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
37,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
37,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
40,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
40,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
40,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
40,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
41,1,0.4,0.4,0.2,0.00888888888888889,1.5219280948873626,0.1333333333333333,0.06303440583379405
41,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
41,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
41,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
42,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
42,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
42,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
42,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
43,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
43,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
43,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
43,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
44,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
44,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
44,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
44,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
47,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
47,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
47,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
47,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
48,1,0.3,0.7,0.0,0.08222222222222221,0.8812908992306927,0.4666666666666666,0.6931542093490934
48,2,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
48,3,0.2,0.6,0.2,0.03555555555555555,1.370950594454669,0.2666666666666666,0.2140119062664876
48,4,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
52,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
52,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
52,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
52,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
54,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
54,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
54,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
54,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
55,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
55,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
55,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
55,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
56,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
56,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
56,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
56,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
59,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
59,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
59,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
59,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
60,1,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
60,2,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
60,3,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
60,4,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
61,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
61,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
61,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
61,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
62,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
62,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
62,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
62,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
64,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
64,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
64,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
64,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
65,1,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
65,2,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
65,3,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
65,4,0.4,0.2,0.4,0.008888888888888889,1.5219280948873626,0.1333333333333333,0.06303440583379405
66,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
66,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
66,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
66,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
67,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
67,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
67,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
67,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
70,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
70,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
70,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
70,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
71,1,0.3,0.0,0.7,0.08222222222222221,0.8812908992306927,0.4666666666666666,0.6931542093490934
71,2,0.0,0.0,1.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887094
71,3,0.0,0.0,1.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887094
71,4,0.0,0.0,1.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887094
72,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
72,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
72,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
72,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
73,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
73,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
73,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
73,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
74,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
74,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
74,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
74,4,0.3,0.2,0.5,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
75,1,0.3,0.0,0.7,0.08222222222222221,0.8812908992306927,0.4666666666666666,0.6931542093490934
75,2,0.0,0.0,1.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887094
75,3,0.1,0.0,0.9,0.16222222222222218,0.46899559358928117,0.6,1.1050376315682855
75,4,0.1,0.0,0.9,0.16222222222222218,0.46899559358928117,0.6,1.1050376315682855
76,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
76,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
76,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
76,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
77,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
77,2,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
77,3,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
77,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
78,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
78,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
78,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
78,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
80,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
80,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
80,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
80,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
81,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
81,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
81,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
81,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
82,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
82,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
82,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
82,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
83,1,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
83,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
83,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
83,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
84,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
84,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
84,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
84,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
87,1,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
87,2,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
87,3,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
87,4,0.3,0.1,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
89,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
89,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
89,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
89,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
90,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
90,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
90,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
90,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
92,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
92,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
92,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
92,4,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
93,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
93,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
93,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
93,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
94,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
94,2,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
94,3,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
94,4,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
95,1,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
95,2,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
95,3,0.3,0.3,0.3,0.0,1.584962500721156,0.0,3.2034265038149176e-16
95,4,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
